File,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceVariablePrivate,CountDeclMethod,CountInput,CountLine,CountOutput,Cyclomatic,MaxInheritanceTree,MaxNesting,Churn,ChurnTotal,Unique,Crashes,Security
nsprpub/pr/src/io/prmmap.c,2,0,116,0,8,0,0,17,49,0,0,1,9,1,221,0
gfx/thebes/SoftwareVsyncSource.cpp,8,0,278,0,19,0,0,61,13,0,0,5,85,2,219,0
layout/painting/DisplayItemClip.h,7,0,845,0,12,3,23,16,41,55,0,3,36,2,219,0
intl/icu/source/common/udata.cpp,49,0,2699,0,133,9,2,188,159,2,0,0,0,0,218,0
js/src/irregexp/RegExpMacroAssembler.cpp,28,0,1056,0,82,0,0,126,143,0,0,7,36,2,218,0
layout/style/nsTransitionManager.h,6,8,1195,0,41,5,96,87,56,61,10,3,17,3,218,0
accessible/base/nsAccUtils.cpp,30,0,826,0,72,0,0,91,165,0,0,1,4,1,217,0
dom/base/WindowNamedPropertiesHandler.cpp,20,0,692,0,48,0,0,83,42,0,0,0,0,0,217,0
intl/icu/source/i18n/coll.cpp,57,16,1906,0,155,3,23,271,205,23,4,0,0,0,217,0
ipc/chromium/src/base/thread_local.h,2,0,233,0,9,2,6,16,12,24,0,0,0,0,217,0
accessible/windows/msaa/RootAccessibleWrap.cpp,8,0,180,0,14,0,0,26,10,0,0,2,65,2,216,0
dom/media/AudioMixer.h,12,1,360,4,19,5,6,40,44,13,2,0,0,0,216,0
dom/media/webspeech/synth/test/nsFakeSynthServices.cpp,25,8,1066,0,73,8,39,125,69,33,7,5,130,2,216,0
dom/plugins/base/nsPluginsDirUnix.cpp,7,0,610,0,30,0,0,46,19,0,0,3,32,3,216,0
js/xpconnect/loader/ScriptPreloader-inl.h,19,2,826,0,55,8,11,124,86,39,1,3,53,1,216,0
xpcom/string/nsTStringRepr.h,4,1,898,3,31,0,11,57,132,42,1,2,380,2,216,0
js/src/builtin/SymbolObject.cpp,12,0,438,0,33,0,0,64,50,0,0,1,2,1,215,0
ipc/chromium/src/base/id_map.h,11,0,256,0,19,1,2,27,24,12,0,0,0,0,214,0
toolkit/xre/CreateAppData.cpp,9,0,138,0,11,0,0,16,23,0,0,0,0,0,214,0
dom/media/MediaMIMETypes.cpp,14,0,430,0,38,0,0,95,52,0,0,1,13,1,213,0
js/src/vm/HelperThreads.h,24,8,2732,7,50,29,84,73,250,118,7,17,399,6,213,0
dom/html/nsHTMLDNSPrefetch.cpp,45,0,964,0,105,0,0,150,113,0,0,1,56,1,212,0
editor/libeditor/HTMLStyleEditor.cpp,114,0,3366,0,476,0,0,459,177,0,0,17,376,6,210,0
layout/tables/nsCellMap.cpp,205,0,5143,0,505,0,0,525,416,0,0,1,4,1,210,0
dom/indexedDB/ActorsChild.cpp,130,11,9041,0,455,25,49,1143,394,52,8,10,953,6,209,0
media/webrtc/trunk/webrtc/base/rate_statistics.cc,8,0,215,0,21,0,0,42,100,0,0,1,121,1,209,0
accessible/windows/sdn/sdnAccessible-inl.h,2,0,69,0,4,0,0,6,4,0,0,0,0,0,208,0
dom/ipc/ProcessPriorityManager.cpp,62,5,1999,0,159,12,20,280,128,55,9,6,154,3,208,0
js/src/wasm/WasmCode.cpp,50,0,1829,0,151,0,2,333,292,6,0,9,110,4,208,0
nsprpub/pr/src/threads/prtpd.c,13,0,385,0,19,0,0,24,19,0,0,0,0,0,208,0
toolkit/components/alerts/nsAlertsService.cpp,26,0,526,0,57,0,0,88,46,0,0,0,0,0,208,0
dom/workers/ServiceWorkerInfo.cpp,9,1,585,0,30,2,2,83,28,2,1,6,24,3,207,0
gfx/layers/basic/BasicContainerLayer.cpp,9,0,308,0,23,0,0,55,10,0,0,0,0,0,207,0
media/libyuv/libyuv/source/scale_any.cc,19,0,450,0,36,0,0,36,73,0,0,0,0,0,207,0
dom/base/NodeInfo.cpp,11,0,377,0,36,0,0,59,42,0,0,2,25,1,206,0
gfx/angle/src/libANGLE/Texture.cpp,41,0,2204,0,221,0,0,387,279,0,0,0,0,0,206,0
gfx/layers/wr/WebRenderCanvasRenderer.cpp,12,0,292,0,28,0,0,64,40,0,0,2,181,2,206,0
gfx/skia/skia/src/gpu/GrSurfaceProxy.cpp,38,0,640,0,79,0,0,135,96,0,0,0,0,0,206,0
gfx/thebes/gfxXlibSurface.cpp,32,0,1231,0,75,1,5,132,112,5,0,1,1,1,206,0
js/src/gc/AtomMarking.cpp,15,0,445,0,27,0,0,78,37,0,0,0,0,0,206,0
security/nss/lib/freebl/gcm.c,18,0,1494,0,67,0,2,99,103,0,0,7,978,1,206,0
dom/media/Intervals.h,40,0,2015,0,129,0,5,243,294,82,0,2,32,1,204,0
dom/smil/nsSMILTimedElement.cpp,101,2,4683,0,329,6,11,584,401,12,1,8,40,5,204,0
parser/html/nsHtml5Highlighter.cpp,35,0,1551,0,188,0,0,152,282,0,0,3,138,2,204,0
dom/plugins/base/nsJSNPRuntime.h,10,1,841,0,7,0,32,12,19,32,1,1,1,1,203,0
chrome/nsChromeProtocolHandler.cpp,12,0,381,0,39,0,0,46,20,0,0,2,17,2,202,0
gfx/layers/opengl/OGLShaderProgram.cpp,21,0,1907,0,132,0,0,90,94,0,0,0,0,0,202,0
toolkit/xre/ProfileReset.h,9,4,198,0,10,5,6,26,11,4,2,5,60,2,202,0
gfx/skia/skia/src/core/SkXfermode.cpp,112,0,2800,0,365,0,0,423,498,0,0,0,0,0,201,0
mfbt/Sprintf.h,0,0,42,0,0,0,0,0,0,0,0,0,0,0,201,0
widget/android/GfxInfo.cpp,15,0,1216,0,86,4,3,142,86,8,0,0,0,0,201,0
ipc/chromium/src/chrome/common/process_watcher_posix_sigchld.cc,14,5,477,2,31,0,5,46,34,18,6,5,20,2,200,0
ipc/chromium/src/third_party/libevent/poll.c,13,0,575,0,52,0,1,43,38,0,0,0,0,0,200,0
js/src/jit/x86/Trampoline-x86.cpp,12,0,2677,0,51,0,0,300,131,0,0,12,37,6,200,0
js/src/wasm/WasmJS.cpp,88,6,4227,0,385,0,3,743,470,7,2,10,122,5,200,0
security/nss/lib/freebl/jpake.c,16,0,962,0,152,0,0,82,80,0,0,0,0,0,200,0
xpcom/ds/nsQuickSort.cpp,10,0,284,0,33,0,0,5,26,0,0,0,0,0,200,0
xpcom/threads/RecursiveMutex.h,0,1,267,0,8,6,2,14,6,23,1,1,17,1,200,0
gfx/2d/SourceSurfaceD2D1.cpp,8,0,453,0,27,0,0,103,56,0,0,1,2,1,199,1
js/src/dtoa.c,51,0,5925,0,327,0,2,114,172,0,0,0,0,0,199,0
layout/forms/nsTextControlFrame.cpp,92,0,2864,0,297,1,2,460,149,2,0,20,503,13,199,0
gfx/angle/src/image_util/loadimage.inl,17,0,293,0,24,0,0,15,101,0,0,0,0,0,198,0
docshell/shistory/nsSHTransaction.cpp,24,0,193,0,38,0,0,49,24,0,0,0,0,0,197,0
dom/base/nsContentPermissionHelper.cpp,86,2,1662,0,201,2,12,343,169,15,2,2,6,2,197,0
editor/libeditor/ChangeStyleTransaction.cpp,26,0,527,0,68,0,0,79,28,0,0,0,0,0,197,0
extensions/pref/autoconfig/src/nsConfigFactory.cpp,0,0,41,0,0,0,0,0,0,0,0,0,0,0,197,0
layout/xul/nsDeckFrame.cpp,12,0,413,0,27,0,0,49,38,0,0,5,35,4,197,0
media/ffvpx/libavutil/buffer.c,24,0,798,0,66,0,0,102,143,0,0,0,0,0,197,0
dom/indexedDB/Key.cpp,36,0,1558,0,131,0,0,158,128,0,0,5,221,4,196,0
dom/workers/FileReaderSync.cpp,19,2,992,0,83,2,10,125,50,9,2,8,127,5,196,0
nsprpub/pr/src/misc/prinit.c,31,0,1480,0,92,0,0,184,359,0,0,0,0,0,196,0
toolkit/xre/nsWindowsRestart.cpp,22,0,535,0,37,0,0,39,28,0,0,1,4,1,196,0
dom/svg/SVGPathData.cpp,26,0,1644,0,144,0,0,109,94,0,0,0,0,0,195,0
dom/svg/SVGPathElement.cpp,11,0,609,0,41,0,0,84,75,0,0,5,35,2,195,0
dom/encoding/TextDecoder.cpp,6,0,247,0,14,0,0,36,18,0,0,1,17,1,194,0
dom/html/VideoDocument.cpp,14,2,284,0,23,0,2,39,16,4,1,3,6,2,194,0
extensions/spellcheck/hunspell/glue/mozHunspell.cpp,43,0,1184,0,141,0,0,197,45,0,0,1,2,1,194,0
js/src/jit/IonCode.h,12,3,2056,1,123,53,28,217,321,154,3,1,2,1,194,0
layout/generic/nsLineBox.h,51,5,4637,4,235,11,55,426,445,307,5,0,0,0,194,0
media/libyuv/libyuv/source/convert.cc,32,0,3323,0,130,0,0,61,267,0,0,0,0,0,194,0
js/src/jit/BaselineFrame.cpp,7,0,290,0,22,0,0,69,19,0,0,2,12,1,193,0
toolkit/components/autocomplete/nsAutoCompleteSimpleResult.cpp,20,0,578,0,79,0,2,104,55,1,0,1,9,1,193,0
xpcom/base/DeferredFinalize.cpp,0,0,44,0,2,0,0,6,4,0,0,0,0,0,193,0
js/xpconnect/src/XPCLocale.cpp,15,2,585,0,31,1,15,74,48,15,2,1,35,1,192,0
media/ffvpx/libavutil/frame.c,39,0,1471,0,139,0,0,175,261,0,0,0,0,0,192,0
toolkit/components/typeaheadfind/nsTypeAheadFind.cpp,66,0,2578,0,244,0,0,368,143,0,0,6,221,5,192,0
dom/media/mp3/MP3Demuxer.cpp,39,0,1473,0,102,0,0,258,207,0,0,4,812,3,191,0
dom/media/webm/WebMBufferedParser.cpp,28,0,1005,0,94,0,2,97,76,4,0,1,4,1,191,0
intl/icu/source/i18n/dtptngen.cpp,170,12,4655,0,451,0,19,732,622,16,4,0,0,0,191,0
dom/events/DOMEventTargetHelper.h,10,5,600,72,29,5,26,55,20,70,2,2,36,2,190,0
gfx/angle/src/compiler/translator/Common.h,0,1,122,0,4,0,0,12,50,21,3,0,0,0,190,0
netwerk/base/nsURIHashKey.h,4,1,132,3,10,0,4,15,20,7,1,0,0,0,190,0
dom/workers/ServiceWorkerRegistration.cpp,63,22,3069,0,206,25,456,455,181,100,16,7,140,4,189,1
gfx/layers/apz/public/IAPZCTreeManager.cpp,6,0,322,0,14,0,0,47,40,0,0,3,31,2,189,0
js/src/jit/RegisterAllocator.h,18,0,1514,2,49,8,50,112,181,52,0,0,0,0,189,0
toolkit/crashreporter/google-breakpad/src/common/linux/file_id.cc,10,0,323,0,21,0,0,36,35,0,0,0,0,0,189,0
dom/xslt/xpath/XPathEvaluator.cpp,13,1,546,0,37,4,7,76,44,7,1,0,0,0,188,0
gfx/skia/skia/src/image/SkImage.cpp,31,0,738,0,91,0,0,223,139,0,0,0,0,0,188,0
image/decoders/nsGIFDecoder2.cpp,37,0,2034,0,116,0,0,249,262,0,0,1,22,1,188,0
dom/base/Location.h,4,4,399,0,13,0,209,18,18,49,3,0,0,0,187,0
gfx/angle/src/libANGLE/renderer/d3d/d3d11/Framebuffer11.cpp,26,0,829,0,106,0,0,126,87,0,0,0,0,0,187,0
gfx/ipc/GPUChild.cpp,13,2,609,0,39,1,0,113,43,2,1,17,113,10,186,0
gfx/thebes/gfxWindowsSurface.cpp,12,0,310,0,27,0,0,65,28,0,0,0,0,0,186,0
toolkit/crashreporter/breakpad-client/linux/minidump_writer/minidump_writer.cc,44,0,3401,0,140,11,27,281,233,22,0,2,4,2,186,0
layout/base/GeckoRestyleManager.h,6,4,1638,0,21,37,47,34,33,77,6,6,98,4,185,0
widget/nsBaseFilePicker.cpp,33,3,861,0,81,5,8,131,68,9,2,9,125,4,185,0
toolkit/components/places/nsNavBookmarks.cpp,287,3,6576,0,1592,3,7,958,434,3,1,14,503,5,184,0
dom/ipc/URLClassifierParent.cpp,9,0,148,0,22,0,0,47,25,0,0,0,0,0,183,0
editor/libeditor/HTMLEditorObjectResizer.cpp,62,0,1917,0,225,0,0,206,125,0,0,7,258,5,183,0
widget/android/nsAppShell.h,9,9,778,9,30,3,29,50,68,39,5,0,0,0,183,0
dom/workers/WorkerThread.cpp,15,0,663,0,44,0,0,96,33,0,0,4,12,2,182,0
security/nss/lib/pki/cryptocontext.c,18,0,1742,0,91,0,2,151,157,0,0,0,0,0,182,0
xpcom/base/nsMemoryInfoDumper.cpp,34,8,1594,0,90,13,37,200,119,33,8,6,49,3,182,0
dom/media/AudioSegment.cpp,13,0,401,0,32,0,0,45,28,0,0,0,0,0,181,0
dom/media/systemservices/MediaChild.cpp,4,0,182,0,13,0,0,27,16,0,0,0,0,0,180,0
gfx/layers/wr/StackingContextHelper.cpp,4,0,261,0,15,0,0,43,34,0,0,36,755,9,180,0
gfx/skia/skia/src/core/SkMipMap.cpp,55,0,1595,0,146,0,8,141,125,12,0,0,0,0,180,0
intl/icu/source/i18n/precision.cpp,22,0,838,0,75,0,0,168,138,0,0,0,0,0,180,0
netwerk/cache/nsDiskCacheDeviceSQL.cpp,219,8,5639,0,909,9,27,953,486,47,6,8,94,4,180,0
media/mtransport/rlogconnector.cpp,14,0,325,0,40,0,0,49,110,0,0,0,0,0,179,0
security/manager/ssl/nsSmartCardMonitor.cpp,30,1,753,0,57,4,7,99,65,8,1,3,31,1,179,0
toolkit/components/protobuf/src/google/protobuf/descriptor.pb.cc,404,0,17410,0,1771,0,0,3238,1588,1,0,0,0,0,179,0
dom/media/FileBlockCache.h,5,1,503,0,10,10,10,26,16,25,1,6,53,2,178,0
gfx/2d/PathCairo.cpp,13,0,623,0,36,0,0,134,97,0,0,1,2,1,178,0
gfx/skia/skia/src/core/SkDevice.cpp,41,0,1028,0,96,0,0,203,163,0,0,0,0,0,178,0
layout/style/GroupRule.h,13,6,501,1,33,1,30,50,34,60,3,2,9,2,178,0
modules/libjar/nsJARProtocolHandler.cpp,16,0,326,0,36,0,0,60,19,0,0,2,3,2,178,0
dom/events/UIEvent.h,0,7,273,1,11,0,21,18,11,31,3,0,0,0,177,0
dom/ipc/ContentProcess.h,3,1,250,0,2,2,9,5,1,5,1,0,0,0,177,0
media/libjpeg/jdapimin.c,15,0,697,0,49,0,0,60,64,0,0,0,0,0,177,0
dom/script/ScriptSettings.h,5,10,1233,7,14,15,41,25,18,67,7,1,20,1,176,0
dom/html/HTMLLinkElement.cpp,24,0,927,0,75,0,0,143,81,0,0,17,190,8,175,0
dom/xbl/nsXBLProtoImplProperty.cpp,28,0,707,0,75,0,0,93,69,0,0,3,17,2,174,0
gfx/layers/PersistentBufferProvider.cpp,25,0,886,0,67,0,0,138,76,0,0,0,0,0,174,0
layout/generic/nsTextRunTransformations.cpp,24,0,1379,0,100,0,0,124,80,0,0,3,9,3,174,1
dom/html/HTMLButtonElement.cpp,31,0,1372,0,81,0,0,118,78,0,0,5,92,5,173,0
gfx/2d/DrawTargetDual.cpp,6,0,450,0,22,0,9,53,145,3,0,1,12,1,173,0
devtools/shared/heapsnapshot/CoreDump.pb.h,100,10,6802,0,308,39,76,546,713,343,5,0,0,0,172,0
dom/canvas/WebGLVertexArrayGL.cpp,2,0,105,0,7,0,0,19,16,0,0,0,0,0,172,0
mfbt/EndianUtils.h,6,11,1434,5,48,0,5,72,124,44,5,0,0,0,172,0
netwerk/protocol/http/Http2Compression.cpp,66,2,2910,0,208,0,10,271,179,12,2,2,3,2,172,0
dom/indexedDB/IDBKeyRange.cpp,27,0,884,0,83,0,0,217,123,0,0,2,49,1,171,0
toolkit/components/telemetry/CombinedStacks.cpp,10,0,373,0,33,0,0,35,37,0,0,1,205,1,171,0
xpcom/base/nsSystemInfo.cpp,11,0,1434,0,32,0,0,26,14,0,0,6,54,4,171,0
gfx/skia/skia/src/gpu/GrBitmapTextureMaker.cpp,6,0,124,0,14,0,0,37,22,0,0,0,0,0,170,0
gfx/skia/skia/src/gpu/GrTextureMaker.cpp,11,0,215,0,18,0,0,40,21,0,0,0,0,0,170,0
mfbt/ThreadLocal.h,4,1,417,0,15,3,3,28,9,14,2,7,245,5,170,0
security/nss/lib/cryptohi/secvfy.c,30,0,1462,0,150,0,2,115,193,0,0,0,0,0,170,0
toolkit/components/downloads/nsDownloadManager.cpp,16,0,746,0,66,0,0,67,3,0,0,2,7,1,170,0
xpcom/base/nsIInterfaceRequestorUtils.cpp,0,0,33,0,0,0,0,0,0,0,0,0,0,0,170,0
intl/unicharutil/util/nsUnicodeProperties.h,8,0,553,0,36,4,0,61,101,8,0,2,62,1,169,0
js/src/jit/BaselineDebugModeOSR.h,5,1,309,0,15,6,8,65,52,26,1,2,23,1,169,0
media/webrtc/signaling/src/sdp/SipccSdpAttributeList.cpp,88,0,2806,0,267,0,0,388,269,0,0,2,14,2,169,0
docshell/base/timeline/TimelineConsumers.cpp,20,0,577,0,45,0,0,113,87,0,0,0,0,0,168,0
dom/html/HTMLDivElement.cpp,8,0,194,0,17,0,0,22,25,0,0,1,4,1,168,0
gfx/skia/skia/src/jumper/SkJumper.cpp,2,0,456,0,100,0,0,7,203,0,0,1,15,1,168,0
xpcom/components/nsComponentManagerUtils.h,9,5,454,0,30,10,0,26,601,10,5,0,0,0,168,0
dom/media/AudioNotificationSender.cpp,11,3,546,0,25,4,2,52,42,13,2,1,233,1,167,0
gfx/2d/ConvolutionFilter.cpp,0,0,175,0,0,0,0,0,0,0,0,1,175,1,167,0
mfbt/Poison.h,4,0,156,0,7,1,0,10,9,3,0,0,0,0,167,0
security/sandbox/chromium-shim/sandbox/win/permissionsService.cpp,9,0,324,0,25,0,0,33,32,0,0,0,0,0,167,0
widget/gtk/X11CompositorWidget.cpp,3,0,193,0,12,0,0,27,21,0,0,1,2,1,167,0
browser/components/migration/nsIEHistoryEnumerator.cpp,9,0,216,0,24,0,0,37,12,0,0,0,0,0,166,0
dom/cache/Connection.cpp,6,0,531,0,47,0,0,91,46,0,0,1,6,1,166,0
dom/events/NotifyPaintEvent.cpp,15,0,294,0,34,0,0,54,27,0,0,0,0,0,166,0
dom/svg/SVGSVGElement.cpp,46,0,1500,0,146,0,0,229,75,0,0,8,896,5,166,0
dom/workers/RegisterBindings.cpp,5,0,91,0,8,0,0,9,4,0,0,0,0,0,166,0
ipc/chromium/src/chrome/common/ipc_channel_posix.h,4,1,840,0,3,22,17,5,3,31,1,0,0,0,166,0
media/libjpeg/jdmarker.c,21,0,1890,0,113,0,0,104,90,0,0,0,0,0,166,0
netwerk/base/nsUDPSocket.cpp,123,13,3242,0,337,12,31,523,256,35,9,8,242,4,166,0
security/sandbox/chromium/base/win/scoped_handle.cc,10,0,638,0,43,6,9,83,78,17,0,0,0,0,166,0
dom/ipc/TabChild.h,10,13,2062,1,47,0,95,66,43,191,27,36,298,9,165,0
dom/media/MediaDecoder.h,6,2,1496,3,35,13,29,64,57,125,5,77,628,9,165,0
dom/media/webrtc/MediaEngineWebRTC.h,33,12,2163,2,76,36,86,114,97,107,7,11,149,7,165,0
dom/events/EventListenerManager.h,10,2,1085,1,59,1,9,112,127,20,2,6,25,4,164,0
gfx/webrender_bindings/RenderBufferTextureHost.cpp,11,0,274,0,21,0,0,32,20,0,0,4,349,2,164,0
js/src/jit/BitSet.cpp,12,0,211,0,18,0,0,21,21,0,0,0,0,0,164,0
media/libopus/celt/celt_decoder.c,24,0,2497,0,151,0,1,111,149,0,0,1,118,1,164,0
mozglue/build/SSE.h,0,0,361,0,11,0,0,11,19,0,0,0,0,0,164,0
tools/profiler/public/shared-libraries.h,6,0,696,0,27,11,10,73,96,31,0,3,6,2,164,0
gfx/cairo/cairo/src/cairo-recording-surface.c,37,0,2013,0,137,0,0,205,306,0,0,0,0,0,163,0
gfx/thebes/gfxPattern.cpp,7,0,385,0,27,0,0,50,41,0,0,1,2,1,163,0
layout/generic/TextOverflow.cpp,47,3,1897,0,143,5,26,248,148,12,2,19,206,9,163,0
tools/profiler/core/ProfileJSONWriter.h,5,5,379,1,12,3,8,19,28,41,4,0,0,0,163,0
dom/xslt/xslt/txInstructions.h,82,73,1616,35,2,0,141,4,23,63,36,4,38,4,162,0
gfx/layers/ipc/SynchronousTask.h,3,0,131,0,6,5,4,12,39,6,0,0,0,0,162,0
intl/icu/source/common/loadednormalizer2impl.cpp,19,3,701,0,65,2,3,97,101,4,1,0,0,0,162,0
layout/forms/nsHTMLButtonControlFrame.cpp,13,0,784,0,43,0,0,141,71,0,0,14,75,8,162,0
mozglue/linker/CustomElf.cpp,35,2,1447,0,163,1,2,133,108,2,1,1,27,1,162,0
gfx/layers/IMFYCbCrImage.cpp,12,0,436,0,38,0,0,58,41,0,0,3,54,2,161,0
layout/style/nsFontFaceUtils.cpp,18,0,287,0,23,0,0,40,19,0,0,0,0,0,161,0
dom/base/nsJSEnvironment.h,4,7,1602,1,11,7,62,15,13,65,4,12,80,5,160,0
dom/fetch/BodyExtractor.cpp,10,0,258,0,13,0,0,33,20,0,0,3,6,3,160,1
dom/media/mediasource/SourceBufferResource.cpp,7,0,323,0,18,0,0,58,63,0,0,3,28,3,160,0
tools/profiler/core/platform-macos.cpp,3,0,364,0,16,1,0,33,21,3,0,5,64,2,160,0
caps/NullPrincipal.cpp,21,0,450,0,63,0,0,99,26,0,0,1,4,1,159,0
image/CopyOnWrite.h,3,0,418,0,28,3,7,52,26,30,0,0,0,0,159,0
js/src/vm/GeneratorObject.cpp,20,0,759,0,62,0,0,146,59,0,0,1,14,1,159,0
netwerk/cache/nsApplicationCacheService.cpp,55,1,501,0,89,0,4,138,51,5,1,0,0,0,159,0
dom/media/gmp/ChromiumCDMParent.cpp,43,0,2124,0,132,0,0,318,160,0,0,16,1062,8,158,0
gfx/skia/skia/src/core/SkBitmap.cpp,107,0,2048,0,375,0,0,435,570,0,0,0,0,0,158,0
gfx/skia/skia/src/gpu/GrGpuCommandBuffer.cpp,12,0,80,0,17,0,0,24,14,0,0,0,0,0,157,0
nsprpub/pr/src/linking/prlink.c,22,0,2891,0,61,0,1,98,211,0,0,0,0,0,157,0
dom/audiochannel/AudioChannelService.cpp,60,4,1974,0,158,5,10,271,144,5,2,16,364,8,156,0
gfx/2d/FilterProcessingSIMD-inl.h,44,0,2047,0,109,0,0,200,186,0,0,0,0,0,156,0
media/webrtc/trunk/webrtc/modules/rtp_rtcp/source/rtp_sender_video.cc,23,0,807,0,93,0,0,224,108,0,0,5,574,3,156,0
media/webrtc/trunk/webrtc/modules/rtp_rtcp/source/rtp_sender.cc,62,0,2489,0,242,0,0,622,541,0,0,5,1980,3,156,0
security/sandbox/chromium/sandbox/win/src/win_utils.cc,26,0,878,0,82,0,0,120,121,0,0,1,102,1,156,0
toolkit/components/places/SQLFunctions.cpp,86,0,1941,0,254,0,0,256,136,0,0,4,294,3,156,0
xpcom/base/nsINIParser.cpp,19,0,466,0,39,1,0,55,53,5,0,1,122,1,156,0
xpcom/threads/TimerThread.h,3,2,309,0,7,10,15,11,10,25,3,5,51,5,156,0
dom/media/MediaStreamVideoSink.cpp,2,0,30,0,2,0,0,2,2,0,0,0,0,0,155,0
js/src/jit/x64/MacroAssembler-x64-inl.h,18,0,1660,0,114,0,0,285,322,0,0,3,21,2,154,0
services/crypto/component/IdentityCryptoService.cpp,64,6,1336,0,115,14,37,206,137,39,7,6,82,3,154,0
toolkit/xre/nsAndroidStartup.cpp,2,0,82,0,3,0,0,5,5,0,0,0,0,0,154,0
widget/windows/WinCompositorWidget.cpp,15,0,641,0,49,0,0,106,67,0,0,3,20,3,154,0
security/manager/ssl/nsSSLStatus.cpp,46,0,760,0,157,0,0,84,43,0,0,1,42,1,153,0
dom/file/Blob.cpp,11,0,548,0,53,0,0,123,98,0,0,3,19,2,152,0
image/SurfacePipeFactory.h,8,0,433,0,23,4,0,20,9,0,0,0,0,0,152,0
media/webrtc/trunk/webrtc/modules/rtp_rtcp/source/rtp_packet.cc,39,0,1056,0,131,0,0,314,441,0,0,4,786,2,152,0
netwerk/base/ArrayBufferInputStream.cpp,9,0,235,0,27,0,0,43,29,0,0,0,0,0,152,1
ipc/mscom/Aggregation.h,0,1,172,0,6,1,1,16,7,14,1,0,0,0,151,0
js/src/frontend/ParseNode.cpp,17,0,1533,0,193,3,3,114,250,5,0,3,179,2,151,0
security/nss/lib/softoken/legacydb/pcertdb.c,168,0,10210,0,683,0,0,953,986,0,0,0,0,0,151,0
dom/workers/Queue.h,6,1,509,0,25,6,5,43,26,24,1,0,0,0,150,0
image/build/nsImageModule.cpp,3,0,165,0,4,0,0,13,4,0,0,1,1,1,150,0
js/src/vm/TypedArrayObject.h,16,1,1426,1,63,2,22,119,183,61,1,4,11,2,150,0
security/sandbox/chromium/sandbox/win/src/filesystem_dispatcher.cc,7,0,705,0,32,0,0,69,62,0,0,0,0,0,150,0
dom/ipc/TelemetryScrollProbe.cpp,7,0,162,0,16,0,0,41,18,0,0,0,0,0,149,0
js/xpconnect/src/xpcpublic.h,23,2,1298,2,34,4,43,77,73,40,2,10,57,7,149,0
editor/composer/nsComposerCommandsUpdater.cpp,34,0,697,0,67,0,0,106,44,0,0,2,15,2,148,0
gfx/layers/CopyableCanvasRenderer.cpp,9,0,377,0,28,0,2,56,44,2,0,3,227,1,148,0
js/src/ctypes/libffi/src/x86/ffi.c,18,0,1550,0,75,0,0,36,79,0,0,0,0,0,148,0
js/src/jit/MIRGraph.h,23,2,2983,0,165,49,50,358,1108,268,2,2,110,1,148,0
js/src/jit/x64/Assembler-x64.cpp,13,0,598,0,43,4,2,72,50,4,0,0,0,0,148,0
js/src/jit/x86/CodeGenerator-x86.cpp,34,6,2310,0,142,2,4,664,235,6,2,12,109,5,148,1
js/src/jit/x86/LIR-x86.h,9,24,528,0,34,2,18,92,22,38,11,0,0,0,148,0
widget/windows/nsDragService.cpp,43,0,1241,0,98,0,0,187,74,0,0,3,6,2,148,0
xpcom/ds/nsClassHashtable.h,8,3,233,2,10,0,0,13,39,10,1,5,192,1,148,0
xpcom/io/Base64.cpp,26,0,1384,0,103,0,1,128,115,0,0,13,364,1,148,0
dom/gamepad/cocoa/CocoaGamepad.cpp,37,2,1458,0,81,10,17,132,106,29,1,7,170,4,147,0
dom/gamepad/GamepadMonitoring.cpp,2,0,46,0,2,0,0,8,0,0,0,0,0,0,147,0
media/webrtc/trunk/webrtc/modules/video_coding/jitter_buffer.cc,76,0,2552,0,279,0,0,563,406,0,0,2,241,1,147,0
toolkit/components/protobuf/src/google/protobuf/repeated_field.h,40,10,3502,4,255,12,20,391,1287,179,9,0,0,0,146,0
dom/xbl/nsXBLContentSink.cpp,45,0,1762,0,191,0,0,198,172,0,0,3,17,2,145,0
netwerk/base/nsBase64Encoder.cpp,2,0,112,0,7,0,0,15,3,0,0,2,4,1,145,0
security/manager/ssl/nsNSSModule.cpp,5,0,333,0,10,4,0,18,8,0,0,9,62,5,145,0
browser/components/feeds/nsFeedSniffer.cpp,21,0,659,0,52,0,0,78,38,0,0,3,90,3,144,0
dom/indexedDB/IDBDatabase.cpp,69,4,2869,0,190,2,9,434,138,7,2,12,267,5,144,0
dom/media/MediaContainerType.cpp,3,0,69,0,6,0,0,14,10,0,0,0,0,0,144,0
gfx/skia/skia/src/core/SkArenaAlloc.h,16,0,566,0,17,6,4,40,75,22,0,0,0,0,144,0
hal/cocoa/CocoaBattery.cpp,16,1,572,0,32,5,1,44,15,10,1,0,0,0,144,0
ipc/glue/CrashReporterMetadataShmem.cpp,11,1,468,0,27,4,6,48,52,8,1,0,0,0,144,0
js/src/jit/CompactBuffer.h,15,0,566,0,41,4,8,65,390,29,0,1,14,1,144,0
mfbt/SegmentedVector.h,18,2,980,1,43,2,3,108,77,35,4,0,0,0,144,0
xpcom/ds/nsTObserverArray.h,18,11,1376,6,54,1,12,102,481,45,6,3,45,1,144,0
caps/OriginAttributes.cpp,17,1,623,0,39,1,2,66,21,2,1,0,0,0,143,0
gfx/layers/wr/WebRenderImageLayer.cpp,15,0,639,0,47,0,0,128,61,0,0,29,478,10,143,0
